"Stn Code","Sampling Date","State","City/Town/Village/Area","Location of Monitoring Station","Agency","Type of Location","SO2","NO2","RSPM/PM10","PM 2.5"
1,16-10-14,Uttar Pradesh,Agra,"Taj Mahal, Agra",Central Pollution Control Board,Sensitive Area,5,16,147,NA
1,18-10-14,Uttar Pradesh,Agra,"Taj Mahal, Agra",Central Pollution Control Board,Sensitive Area,2,18,203,NA
1,19-10-14,Uttar Pradesh,Agra,"Taj Mahal, Agra",Central Pollution Control Board,Sensitive Area,2,18,193,NA
1,20-10-14,Uttar Pradesh,Agra,"Taj Mahal, Agra",Central Pollution Control Board,Sensitive Area,10,25,275,NA
1,21-10-14,Uttar Pradesh,Agra,"Taj Mahal, Agra",Central Pollution Control Board,Sensitive Area,2,28,224,NA
1,22-10-14,Uttar Pradesh,Agra,"Taj Mahal, Agra",Central Pollution Control Board,Sensitive Area,2,17,197,NA
1,23-10-14,Uttar Pradesh,Agra,"Taj Mahal, Agra",Central Pollution Control Board,Sensitive Area,2,16,191,NA
1,25-10-14,Uttar Pradesh,Agra,"Taj Mahal, Agra",Central Pollution Control Board,Sensitive Area,2,11,158,NA
1,26-10-14,Uttar Pradesh,Agra,"Taj Mahal, Agra",Central Pollution Control Board,Sensitive Area,2,10,144,NA
1,27-10-14,Uttar Pradesh,Agra,"Taj Mahal, Agra",Central Pollution Control Board,Sensitive Area,2,15,146,NA
1,28-10-14,Uttar Pradesh,Agra,"Taj Mahal, Agra",Central Pollution Control Board,Sensitive Area,2,14,143,NA
1,29-10-14,Uttar Pradesh,Agra,"Taj Mahal, Agra",Central Pollution Control Board,Sensitive Area,2,26,224,NA
1,30-10-14,Uttar Pradesh,Agra,"Taj Mahal, Agra",Central Pollution Control Board,Sensitive Area,2,27,234,NA
1,11-01-14,Uttar Pradesh,Agra,"Taj Mahal, Agra",Central Pollution Control Board,Sensitive Area,7,41,317,NA
1,11-02-14,Uttar Pradesh,Agra,"Taj Mahal, Agra",Central Pollution Control Board,Sensitive Area,2,37,302,NA
1,11-03-14,Uttar Pradesh,Agra,"Taj Mahal, Agra",Central Pollution Control Board,Sensitive Area,8,40,319,NA
1,11-05-14,Uttar Pradesh,Agra,"Taj Mahal, Agra",Central Pollution Control Board,Sensitive Area,2,22,366,NA
1,11-08-14,Uttar Pradesh,Agra,"Taj Mahal, Agra",Central Pollution Control Board,Sensitive Area,2,45,243,NA
1,11-09-14,Uttar Pradesh,Agra,"Taj Mahal, Agra",Central Pollution Control Board,Sensitive Area,2,28,314,NA
1,11-10-14,Uttar Pradesh,Agra,"Taj Mahal, Agra",Central Pollution Control Board,Sensitive Area,2,46,341,NA
1,11-11-14,Uttar Pradesh,Agra,"Taj Mahal, Agra",Central Pollution Control Board,Sensitive Area,2,18,346,NA
1,11-12-14,Uttar Pradesh,Agra,"Taj Mahal, Agra",Central Pollution Control Board,Sensitive Area,2,26,375,NA
1,13-11-14,Uttar Pradesh,Agra,"Taj Mahal, Agra",Central Pollution Control Board,Sensitive Area,2,24,480,NA
1,15-11-14,Uttar Pradesh,Agra,"Taj Mahal, Agra",Central Pollution Control Board,Sensitive Area,4,27,303,NA
1,16-11-14,Uttar Pradesh,Agra,"Taj Mahal, Agra",Central Pollution Control Board,Sensitive Area,2,39,245,NA
1,17-11-14,Uttar Pradesh,Agra,"Taj Mahal, Agra",Central Pollution Control Board,Sensitive Area,4,30,281,NA
1,18-11-14,Uttar Pradesh,Agra,"Taj Mahal, Agra",Central Pollution Control Board,Sensitive Area,5,29,354,NA
1,19-11-14,Uttar Pradesh,Agra,"Taj Mahal, Agra",Central Pollution Control Board,Sensitive Area,2,9,306,NA
1,20-11-14,Uttar Pradesh,Agra,"Taj Mahal, Agra",Central Pollution Control Board,Sensitive Area,5,33,308,NA
1,22-11-14,Uttar Pradesh,Agra,"Taj Mahal, Agra",Central Pollution Control Board,Sensitive Area,9,36,309,NA
1,23-11-14,Uttar Pradesh,Agra,"Taj Mahal, Agra",Central Pollution Control Board,Sensitive Area,4,47,383,NA
1,24-11-14,Uttar Pradesh,Agra,"Taj Mahal, Agra",Central Pollution Control Board,Sensitive Area,12,59,290,NA
1,25-11-14,Uttar Pradesh,Agra,"Taj Mahal, Agra",Central Pollution Control Board,Sensitive Area,2,28,261,NA
1,26-11-14,Uttar Pradesh,Agra,"Taj Mahal, Agra",Central Pollution Control Board,Sensitive Area,6,38,234,NA
1,27-11-14,Uttar Pradesh,Agra,"Taj Mahal, Agra",Central Pollution Control Board,Sensitive Area,2,21,204,NA
1,29-11-14,Uttar Pradesh,Agra,"Taj Mahal, Agra",Central Pollution Control Board,Sensitive Area,4,40,228,NA
1,30-11-14,Uttar Pradesh,Agra,"Taj Mahal, Agra",Central Pollution Control Board,Sensitive Area,5,31,254,NA
1,12-01-14,Uttar Pradesh,Agra,"Taj Mahal, Agra",Central Pollution Control Board,Sensitive Area,4,29,183,NA
1,12-02-14,Uttar Pradesh,Agra,"Taj Mahal, Agra",Central Pollution Control Board,Sensitive Area,2,32,184,NA
1,12-03-14,Uttar Pradesh,Agra,"Taj Mahal, Agra",Central Pollution Control Board,Sensitive Area,4,27,131,NA
1,12-04-14,Uttar Pradesh,Agra,"Taj Mahal, Agra",Central Pollution Control Board,Sensitive Area,5,35,206,NA
1,12-06-14,Uttar Pradesh,Agra,"Taj Mahal, Agra",Central Pollution Control Board,Sensitive Area,10,33,222,NA
1,12-07-14,Uttar Pradesh,Agra,"Taj Mahal, Agra",Central Pollution Control Board,Sensitive Area,2,50,218,NA
1,12-08-14,Uttar Pradesh,Agra,"Taj Mahal, Agra",Central Pollution Control Board,Sensitive Area,2,34,324,NA
1,12-09-14,Uttar Pradesh,Agra,"Taj Mahal, Agra",Central Pollution Control Board,Sensitive Area,6,35,282,NA
1,12-10-14,Uttar Pradesh,Agra,"Taj Mahal, Agra",Central Pollution Control Board,Sensitive Area,2,27,315,NA
1,12-11-14,Uttar Pradesh,Agra,"Taj Mahal, Agra",Central Pollution Control Board,Sensitive Area,2,33,315,NA
1,13-12-14,Uttar Pradesh,Agra,"Taj Mahal, Agra",Central Pollution Control Board,Sensitive Area,2,15,117,NA
1,14-12-14,Uttar Pradesh,Agra,"Taj Mahal, Agra",Central Pollution Control Board,Sensitive Area,2,15,105,NA
1,15-12-14,Uttar Pradesh,Agra,"Taj Mahal, Agra",Central Pollution Control Board,Sensitive Area,2,10,87,NA
1,16-12-14,Uttar Pradesh,Agra,"Taj Mahal, Agra",Central Pollution Control Board,Sensitive Area,2,17,160,NA
1,17-12-14,Uttar Pradesh,Agra,"Taj Mahal, Agra",Central Pollution Control Board,Sensitive Area,2,24,213,NA
1,18-12-14,Uttar Pradesh,Agra,"Taj Mahal, Agra",Central Pollution Control Board,Sensitive Area,2,24,289,NA
1,20-12-14,Uttar Pradesh,Agra,"Taj Mahal, Agra",Central Pollution Control Board,Sensitive Area,2,29,344,NA
1,21-12-14,Uttar Pradesh,Agra,"Taj Mahal, Agra",Central Pollution Control Board,Sensitive Area,2,12,239,NA
1,22-12-14,Uttar Pradesh,Agra,"Taj Mahal, Agra",Central Pollution Control Board,Sensitive Area,2,14,211,NA
1,23-12-14,Uttar Pradesh,Agra,"Taj Mahal, Agra",Central Pollution Control Board,Sensitive Area,2,16,279,NA
1,24-12-14,Uttar Pradesh,Agra,"Taj Mahal, Agra",Central Pollution Control Board,Sensitive Area,2,14,315,NA
1,27-12-14,Uttar Pradesh,Agra,"Taj Mahal, Agra",Central Pollution Control Board,Sensitive Area,5,30,405,NA
1,28-12-14,Uttar Pradesh,Agra,"Taj Mahal, Agra",Central Pollution Control Board,Sensitive Area,2,9,431,NA
1,29-12-14,Uttar Pradesh,Agra,"Taj Mahal, Agra",Central Pollution Control Board,Sensitive Area,2,18,480,NA
1,30-12-14,Uttar Pradesh,Agra,"Taj Mahal, Agra",Central Pollution Control Board,Sensitive Area,2,18,196,NA
1,31-12-14,Uttar Pradesh,Agra,"Taj Mahal, Agra",Central Pollution Control Board,Sensitive Area,2,9,205,NA
415,01-06-14,Uttar Pradesh,Agra,"DIC Nunhai, Agra",Central Pollution Control Board,Sensitive Area,2,42,346,NA
415,17-01-14,Uttar Pradesh,Agra,"DIC Nunhai, Agra",Central Pollution Control Board,Sensitive Area,2,28,183,NA
415,18-01-14,Uttar Pradesh,Agra,"DIC Nunhai, Agra",Central Pollution Control Board,Sensitive Area,2,17,175,NA
415,20-01-14,Uttar Pradesh,Agra,"DIC Nunhai, Agra",Central Pollution Control Board,Sensitive Area,2,18,217,NA
415,21-01-14,Uttar Pradesh,Agra,"DIC Nunhai, Agra",Central Pollution Control Board,Sensitive Area,NA,NA,114,NA
415,22-01-14,Uttar Pradesh,Agra,"DIC Nunhai, Agra",Central Pollution Control Board,Sensitive Area,NA,NA,99,NA
415,24-01-14,Uttar Pradesh,Agra,"DIC Nunhai, Agra",Central Pollution Control Board,Sensitive Area,NA,NA,215,NA
415,27-01-14,Uttar Pradesh,Agra,"DIC Nunhai, Agra",Central Pollution Control Board,Sensitive Area,2,58,240,NA
415,28-01-14,Uttar Pradesh,Agra,"DIC Nunhai, Agra",Central Pollution Control Board,Sensitive Area,7,37,263,NA
415,30-01-14,Uttar Pradesh,Agra,"DIC Nunhai, Agra",Central Pollution Control Board,Sensitive Area,2,24,202,NA
415,02-02-14,Uttar Pradesh,Agra,"DIC Nunhai, Agra",Central Pollution Control Board,Sensitive Area,2,26,227,NA
415,02-03-14,Uttar Pradesh,Agra,"DIC Nunhai, Agra",Central Pollution Control Board,Sensitive Area,4,53,363,NA
415,02-06-14,Uttar Pradesh,Agra,"DIC Nunhai, Agra",Central Pollution Control Board,Sensitive Area,2,32,178,NA
415,02-08-14,Uttar Pradesh,Agra,"DIC Nunhai, Agra",Central Pollution Control Board,Sensitive Area,2,26,156,NA
415,02-09-14,Uttar Pradesh,Agra,"DIC Nunhai, Agra",Central Pollution Control Board,Sensitive Area,2,37,186,NA
415,02-10-14,Uttar Pradesh,Agra,"DIC Nunhai, Agra",Central Pollution Control Board,Sensitive Area,4,24,181,NA
415,02-12-14,Uttar Pradesh,Agra,"DIC Nunhai, Agra",Central Pollution Control Board,Sensitive Area,6,38,180,NA
415,14-02-14,Uttar Pradesh,Agra,"DIC Nunhai, Agra",Central Pollution Control Board,Sensitive Area,6,23,93,NA
415,15-02-14,Uttar Pradesh,Agra,"DIC Nunhai, Agra",Central Pollution Control Board,Sensitive Area,2,20,108,NA
415,18-02-14,Uttar Pradesh,Agra,"DIC Nunhai, Agra",Central Pollution Control Board,Sensitive Area,6,43,277,NA
415,21-02-14,Uttar Pradesh,Agra,"DIC Nunhai, Agra",Central Pollution Control Board,Sensitive Area,10,37,247,NA
415,24-02-14,Uttar Pradesh,Agra,"DIC Nunhai, Agra",Central Pollution Control Board,Sensitive Area,8,37,231,NA
415,27-02-14,Uttar Pradesh,Agra,"DIC Nunhai, Agra",Central Pollution Control Board,Sensitive Area,2,24,93,NA
415,03-03-14,Uttar Pradesh,Agra,"DIC Nunhai, Agra",Central Pollution Control Board,Sensitive Area,2,44,193,NA
415,03-04-14,Uttar Pradesh,Agra,"DIC Nunhai, Agra",Central Pollution Control Board,Sensitive Area,5,32,257,NA
415,03-06-14,Uttar Pradesh,Agra,"DIC Nunhai, Agra",Central Pollution Control Board,Sensitive Area,5,38,179,NA
415,03-09-14,Uttar Pradesh,Agra,"DIC Nunhai, Agra",Central Pollution Control Board,Sensitive Area,2,27,148,NA
415,03-12-14,Uttar Pradesh,Agra,"DIC Nunhai, Agra",Central Pollution Control Board,Sensitive Area,2,23,113,NA
415,14-03-14,Uttar Pradesh,Agra,"DIC Nunhai, Agra",Central Pollution Control Board,Sensitive Area,5,41,168,NA
415,15-03-14,Uttar Pradesh,Agra,"DIC Nunhai, Agra",Central Pollution Control Board,Sensitive Area,4,47,258,NA
415,20-03-14,Uttar Pradesh,Agra,"DIC Nunhai, Agra",Central Pollution Control Board,Sensitive Area,4,38,193,NA
415,23-03-14,Uttar Pradesh,Agra,"DIC Nunhai, Agra",Central Pollution Control Board,Sensitive Area,2,27,177,NA
415,26-03-14,Uttar Pradesh,Agra,"DIC Nunhai, Agra",Central Pollution Control Board,Sensitive Area,2,30,159,NA
415,29-03-14,Uttar Pradesh,Agra,"DIC Nunhai, Agra",Central Pollution Control Board,Sensitive Area,7,22,181,NA
415,04-03-14,Uttar Pradesh,Agra,"DIC Nunhai, Agra",Central Pollution Control Board,Sensitive Area,7,28,179,NA
415,04-06-14,Uttar Pradesh,Agra,"DIC Nunhai, Agra",Central Pollution Control Board,Sensitive Area,8,29,222,NA
415,04-09-14,Uttar Pradesh,Agra,"DIC Nunhai, Agra",Central Pollution Control Board,Sensitive Area,7,32,199,NA
415,04-12-14,Uttar Pradesh,Agra,"DIC Nunhai, Agra",Central Pollution Control Board,Sensitive Area,6,44,260,NA
415,15-04-14,Uttar Pradesh,Agra,"DIC Nunhai, Agra",Central Pollution Control Board,Sensitive Area,2,32,230,NA
415,16-04-14,Uttar Pradesh,Agra,"DIC Nunhai, Agra",Central Pollution Control Board,Sensitive Area,6,29,220,NA
415,17-04-14,Uttar Pradesh,Agra,"DIC Nunhai, Agra",Central Pollution Control Board,Sensitive Area,2,22,209,NA
415,20-04-14,Uttar Pradesh,Agra,"DIC Nunhai, Agra",Central Pollution Control Board,Sensitive Area,2,36,235,NA
415,22-04-14,Uttar Pradesh,Agra,"DIC Nunhai, Agra",Central Pollution Control Board,Sensitive Area,10,33,238,NA
415,23-04-14,Uttar Pradesh,Agra,"DIC Nunhai, Agra",Central Pollution Control Board,Sensitive Area,5,45,192,NA
415,26-04-14,Uttar Pradesh,Agra,"DIC Nunhai, Agra",Central Pollution Control Board,Sensitive Area,7,35,283,NA
415,29-04-14,Uttar Pradesh,Agra,"DIC Nunhai, Agra",Central Pollution Control Board,Sensitive Area,10,42,265,NA
415,05-03-14,Uttar Pradesh,Agra,"DIC Nunhai, Agra",Central Pollution Control Board,Sensitive Area,5,29,196,NA
415,05-07-14,Uttar Pradesh,Agra,"DIC Nunhai, Agra",Central Pollution Control Board,Sensitive Area,2,37,176,NA
415,05-10-14,Uttar Pradesh,Agra,"DIC Nunhai, Agra",Central Pollution Control Board,Sensitive Area,6,26,205,NA
415,13-05-14,Uttar Pradesh,Agra,"DIC Nunhai, Agra",Central Pollution Control Board,Sensitive Area,5,22,142,NA
415,15-05-14,Uttar Pradesh,Agra,"DIC Nunhai, Agra",Central Pollution Control Board,Sensitive Area,2,31,118,NA
415,18-05-14,Uttar Pradesh,Agra,"DIC Nunhai, Agra",Central Pollution Control Board,Sensitive Area,6,26,189,NA
415,22-05-14,Uttar Pradesh,Agra,"DIC Nunhai, Agra",Central Pollution Control Board,Sensitive Area,7,41,203,NA
415,24-05-14,Uttar Pradesh,Agra,"DIC Nunhai, Agra",Central Pollution Control Board,Sensitive Area,2,31,256,NA
415,26-05-14,Uttar Pradesh,Agra,"DIC Nunhai, Agra",Central Pollution Control Board,Sensitive Area,2,29,131,NA
415,28-05-14,Uttar Pradesh,Agra,"DIC Nunhai, Agra",Central Pollution Control Board,Sensitive Area,2,29,172,NA
415,31-05-14,Uttar Pradesh,Agra,"DIC Nunhai, Agra",Central Pollution Control Board,Sensitive Area,2,31,244,NA
415,06-03-14,Uttar Pradesh,Agra,"DIC Nunhai, Agra",Central Pollution Control Board,Sensitive Area,2,59,247,NA
415,06-06-14,Uttar Pradesh,Agra,"DIC Nunhai, Agra",Central Pollution Control Board,Sensitive Area,2,34,259,NA
415,06-09-14,Uttar Pradesh,Agra,"DIC Nunhai, Agra",Central Pollution Control Board,Sensitive Area,2,26,162,NA
415,06-12-14,Uttar Pradesh,Agra,"DIC Nunhai, Agra",Central Pollution Control Board,Sensitive Area,2,20,249,NA
415,15-06-14,Uttar Pradesh,Agra,"DIC Nunhai, Agra",Central Pollution Control Board,Sensitive Area,2,21,91,NA
415,18-06-14,Uttar Pradesh,Agra,"DIC Nunhai, Agra",Central Pollution Control Board,Sensitive Area,4,16,126,NA
415,21-06-14,Uttar Pradesh,Agra,"DIC Nunhai, Agra",Central Pollution Control Board,Sensitive Area,2,14,163,NA
415,24-06-14,Uttar Pradesh,Agra,"DIC Nunhai, Agra",Central Pollution Control Board,Sensitive Area,2,30,153,NA
415,25-06-14,Uttar Pradesh,Agra,"DIC Nunhai, Agra",Central Pollution Control Board,Sensitive Area,2,21,177,NA
415,27-06-14,Uttar Pradesh,Agra,"DIC Nunhai, Agra",Central Pollution Control Board,Sensitive Area,2,31,135,NA
415,30-06-14,Uttar Pradesh,Agra,"DIC Nunhai, Agra",Central Pollution Control Board,Sensitive Area,2,5,219,NA
415,07-03-14,Uttar Pradesh,Agra,"DIC Nunhai, Agra",Central Pollution Control Board,Sensitive Area,2,23,154,NA
415,07-07-14,Uttar Pradesh,Agra,"DIC Nunhai, Agra",Central Pollution Control Board,Sensitive Area,2,23,188,NA
415,07-09-14,Uttar Pradesh,Agra,"DIC Nunhai, Agra",Central Pollution Control Board,Sensitive Area,2,29,259,NA
415,07-10-14,Uttar Pradesh,Agra,"DIC Nunhai, Agra",Central Pollution Control Board,Sensitive Area,2,27,325,NA
415,07-11-14,Uttar Pradesh,Agra,"DIC Nunhai, Agra",Central Pollution Control Board,Sensitive Area,2,26,269,NA
415,13-07-14,Uttar Pradesh,Agra,"DIC Nunhai, Agra",Central Pollution Control Board,Sensitive Area,2,18,90,NA
415,14-07-14,Uttar Pradesh,Agra,"DIC Nunhai, Agra",Central Pollution Control Board,Sensitive Area,2,24,93,NA
415,15-07-14,Uttar Pradesh,Agra,"DIC Nunhai, Agra",Central Pollution Control Board,Sensitive Area,2,21,91,NA
415,16-07-14,Uttar Pradesh,Agra,"DIC Nunhai, Agra",Central Pollution Control Board,Sensitive Area,2,22,92,NA
415,18-07-14,Uttar Pradesh,Agra,"DIC Nunhai, Agra",Central Pollution Control Board,Sensitive Area,2,17,60,NA
415,19-07-14,Uttar Pradesh,Agra,"DIC Nunhai, Agra",Central Pollution Control Board,Sensitive Area,4,27,71,NA
415,22-07-14,Uttar Pradesh,Agra,"DIC Nunhai, Agra",Central Pollution Control Board,Sensitive Area,2,23,60,NA
415,23-07-14,Uttar Pradesh,Agra,"DIC Nunhai, Agra",Central Pollution Control Board,Sensitive Area,2,19,55,NA
415,25-07-14,Uttar Pradesh,Agra,"DIC Nunhai, Agra",Central Pollution Control Board,Sensitive Area,2,19,39,NA
415,28-07-14,Uttar Pradesh,Agra,"DIC Nunhai, Agra",Central Pollution Control Board,Sensitive Area,2,14,40,NA
415,31-07-14,Uttar Pradesh,Agra,"DIC Nunhai, Agra",Central Pollution Control Board,Sensitive Area,2,19,44,NA
415,08-01-14,Uttar Pradesh,Agra,"DIC Nunhai, Agra",Central Pollution Control Board,Sensitive Area,2,15,55,NA
415,08-03-14,Uttar Pradesh,Agra,"DIC Nunhai, Agra",Central Pollution Control Board,Sensitive Area,2,17,46,NA
415,08-06-14,Uttar Pradesh,Agra,"DIC Nunhai, Agra",Central Pollution Control Board,Sensitive Area,2,20,62,NA
415,08-09-14,Uttar Pradesh,Agra,"DIC Nunhai, Agra",Central Pollution Control Board,Sensitive Area,4,13,75,NA
415,08-11-14,Uttar Pradesh,Agra,"DIC Nunhai, Agra",Central Pollution Control Board,Sensitive Area,2,26,269,NA
415,14-08-14,Uttar Pradesh,Agra,"DIC Nunhai, Agra",Central Pollution Control Board,Sensitive Area,2,5,56,NA
415,16-08-14,Uttar Pradesh,Agra,"DIC Nunhai, Agra",Central Pollution Control Board,Sensitive Area,2,21,49,NA
415,19-08-14,Uttar Pradesh,Agra,"DIC Nunhai, Agra",Central Pollution Control Board,Sensitive Area,2,29,105,NA
415,22-08-14,Uttar Pradesh,Agra,"DIC Nunhai, Agra",Central Pollution Control Board,Sensitive Area,2,17,122,NA
415,25-08-14,Uttar Pradesh,Agra,"DIC Nunhai, Agra",Central Pollution Control Board,Sensitive Area,2,33,137,NA
415,27-08-14,Uttar Pradesh,Agra,"DIC Nunhai, Agra",Central Pollution Control Board,Sensitive Area,2,19,NA,NA
415,31-08-14,Uttar Pradesh,Agra,"DIC Nunhai, Agra",Central Pollution Control Board,Sensitive Area,2,20,101,NA
415,09-01-14,Uttar Pradesh,Agra,"DIC Nunhai, Agra",Central Pollution Control Board,Sensitive Area,2,15,87,NA
415,09-03-14,Uttar Pradesh,Agra,"DIC Nunhai, Agra",Central Pollution Control Board,Sensitive Area,6,18,45,NA
415,09-06-14,Uttar Pradesh,Agra,"DIC Nunhai, Agra",Central Pollution Control Board,Sensitive Area,4,19,105,NA
415,09-09-14,Uttar Pradesh,Agra,"DIC Nunhai, Agra",Central Pollution Control Board,Sensitive Area,2,26,131,NA
415,09-12-14,Uttar Pradesh,Agra,"DIC Nunhai, Agra",Central Pollution Control Board,Sensitive Area,2,21,73,NA
415,15-09-14,Uttar Pradesh,Agra,"DIC Nunhai, Agra",Central Pollution Control Board,Sensitive Area,2,25,136,NA
415,17-09-14,Uttar Pradesh,Agra,"DIC Nunhai, Agra",Central Pollution Control Board,Sensitive Area,5,33,120,NA
415,21-09-14,Uttar Pradesh,Agra,"DIC Nunhai, Agra",Central Pollution Control Board,Sensitive Area,2,25,192,NA
415,22-09-14,Uttar Pradesh,Agra,"DIC Nunhai, Agra",Central Pollution Control Board,Sensitive Area,2,26,164,NA
415,24-09-14,Uttar Pradesh,Agra,"DIC Nunhai, Agra",Central Pollution Control Board,Sensitive Area,2,39,169,NA
415,27-09-14,Uttar Pradesh,Agra,"DIC Nunhai, Agra",Central Pollution Control Board,Sensitive Area,2,29,113,NA
415,30-09-14,Uttar Pradesh,Agra,"DIC Nunhai, Agra",Central Pollution Control Board,Sensitive Area,2,37,148,NA
415,10-09-14,Uttar Pradesh,Agra,"DIC Nunhai, Agra",Central Pollution Control Board,Sensitive Area,4,38,188,NA
415,10-12-14,Uttar Pradesh,Agra,"DIC Nunhai, Agra",Central Pollution Control Board,Sensitive Area,2,35,225,NA
415,16-10-14,Uttar Pradesh,Agra,"DIC Nunhai, Agra",Central Pollution Control Board,Sensitive Area,2,42,NA,NA
415,18-10-14,Uttar Pradesh,Agra,"DIC Nunhai, Agra",Central Pollution Control Board,Sensitive Area,6,49,NA,NA
415,21-10-14,Uttar Pradesh,Agra,"DIC Nunhai, Agra",Central Pollution Control Board,Sensitive Area,10,44,NA,NA
415,30-10-14,Uttar Pradesh,Agra,"DIC Nunhai, Agra",Central Pollution Control Board,Sensitive Area,2,41,304,NA
415,11-03-14,Uttar Pradesh,Agra,"DIC Nunhai, Agra",Central Pollution Control Board,Sensitive Area,4,39,411,NA
415,11-09-14,Uttar Pradesh,Agra,"DIC Nunhai, Agra",Central Pollution Control Board,Sensitive Area,5,45,346,NA
415,11-12-14,Uttar Pradesh,Agra,"DIC Nunhai, Agra",Central Pollution Control Board,Sensitive Area,7,54,481,NA
415,15-11-14,Uttar Pradesh,Agra,"DIC Nunhai, Agra",Central Pollution Control Board,Sensitive Area,8,55,463,NA
415,18-11-14,Uttar Pradesh,Agra,"DIC Nunhai, Agra",Central Pollution Control Board,Sensitive Area,9,46,455,NA
415,21-11-14,Uttar Pradesh,Agra,"DIC Nunhai, Agra",Central Pollution Control Board,Sensitive Area,6,76,488,NA
415,27-11-14,Uttar Pradesh,Agra,"DIC Nunhai, Agra",Central Pollution Control Board,Sensitive Area,7,40,345,NA
415,30-11-14,Uttar Pradesh,Agra,"DIC Nunhai, Agra",Central Pollution Control Board,Sensitive Area,9,53,307,NA
415,12-03-14,Uttar Pradesh,Agra,"DIC Nunhai, Agra",Central Pollution Control Board,Sensitive Area,7,48,333,NA
415,12-06-14,Uttar Pradesh,Agra,"DIC Nunhai, Agra",Central Pollution Control Board,Sensitive Area,10,51,261,NA
415,12-09-14,Uttar Pradesh,Agra,"DIC Nunhai, Agra",Central Pollution Control Board,Sensitive Area,20,52,436,NA
415,12-12-14,Uttar Pradesh,Agra,"DIC Nunhai, Agra",Central Pollution Control Board,Sensitive Area,14,56,378,NA
415,15-12-14,Uttar Pradesh,Agra,"DIC Nunhai, Agra",Central Pollution Control Board,Sensitive Area,2,34,172,NA
415,18-12-14,Uttar Pradesh,Agra,"DIC Nunhai, Agra",Central Pollution Control Board,Sensitive Area,2,39,315,NA
415,21-12-14,Uttar Pradesh,Agra,"DIC Nunhai, Agra",Central Pollution Control Board,Sensitive Area,2,30,256,NA
415,24-12-14,Uttar Pradesh,Agra,"DIC Nunhai, Agra",Central Pollution Control Board,Sensitive Area,2,36,644,NA
415,27-12-14,Uttar Pradesh,Agra,"DIC Nunhai, Agra",Central Pollution Control Board,Sensitive Area,5,44,554,NA
415,30-12-14,Uttar Pradesh,Agra,"DIC Nunhai, Agra",Central Pollution Control Board,Sensitive Area,2,34,248,NA
416,01-03-14,Uttar Pradesh,Agra,"Etmad-uddaulah, Agra",Central Pollution Control Board,Sensitive Area,4,27,315,NA
416,01-04-14,Uttar Pradesh,Agra,"Etmad-uddaulah, Agra",Central Pollution Control Board,Sensitive Area,2,25,270,NA
416,01-07-14,Uttar Pradesh,Agra,"Etmad-uddaulah, Agra",Central Pollution Control Board,Sensitive Area,2,29,411,NA
416,19-01-14,Uttar Pradesh,Agra,"Etmad-uddaulah, Agra",Central Pollution Control Board,Sensitive Area,2,13,151,NA
416,22-01-14,Uttar Pradesh,Agra,"Etmad-uddaulah, Agra",Central Pollution Control Board,Sensitive Area,2,22,NA,NA
416,23-01-14,Uttar Pradesh,Agra,"Etmad-uddaulah, Agra",Central Pollution Control Board,Sensitive Area,2,15,96,NA
416,25-01-14,Uttar Pradesh,Agra,"Etmad-uddaulah, Agra",Central Pollution Control Board,Sensitive Area,2,14,151,NA
416,28-01-14,Uttar Pradesh,Agra,"Etmad-uddaulah, Agra",Central Pollution Control Board,Sensitive Area,2,28,266,NA
416,29-01-14,Uttar Pradesh,Agra,"Etmad-uddaulah, Agra",Central Pollution Control Board,Sensitive Area,2,19,202,NA
416,31-01-14,Uttar Pradesh,Agra,"Etmad-uddaulah, Agra",Central Pollution Control Board,Sensitive Area,6,34,274,NA
416,02-01-14,Uttar Pradesh,Agra,"Etmad-uddaulah, Agra",Central Pollution Control Board,Sensitive Area,2,23,316,NA
416,02-04-14,Uttar Pradesh,Agra,"Etmad-uddaulah, Agra",Central Pollution Control Board,Sensitive Area,2,29,253,NA
416,02-07-14,Uttar Pradesh,Agra,"Etmad-uddaulah, Agra",Central Pollution Control Board,Sensitive Area,2,24,131,NA
416,02-08-14,Uttar Pradesh,Agra,"Etmad-uddaulah, Agra",Central Pollution Control Board,Sensitive Area,2,16,126,NA
416,02-10-14,Uttar Pradesh,Agra,"Etmad-uddaulah, Agra",Central Pollution Control Board,Sensitive Area,2,14,162,NA
416,13-02-14,Uttar Pradesh,Agra,"Etmad-uddaulah, Agra",Central Pollution Control Board,Sensitive Area,2,21,141,NA
416,15-02-14,Uttar Pradesh,Agra,"Etmad-uddaulah, Agra",Central Pollution Control Board,Sensitive Area,2,17,124,NA
416,16-02-14,Uttar Pradesh,Agra,"Etmad-uddaulah, Agra",Central Pollution Control Board,Sensitive Area,2,12,114,NA
416,19-02-14,Uttar Pradesh,Agra,"Etmad-uddaulah, Agra",Central Pollution Control Board,Sensitive Area,2,30,222,NA
416,22-02-14,Uttar Pradesh,Agra,"Etmad-uddaulah, Agra",Central Pollution Control Board,Sensitive Area,2,22,105,NA
416,25-02-14,Uttar Pradesh,Agra,"Etmad-uddaulah, Agra",Central Pollution Control Board,Sensitive Area,2,28,182,NA
416,03-01-14,Uttar Pradesh,Agra,"Etmad-uddaulah, Agra",Central Pollution Control Board,Sensitive Area,2,19,95,NA
