"Stn Code","Sampling Date","State","City/Town/Village/Area","Location of Monitoring Station","Agency","Type of Location","SO2","NO2","RSPM/PM10","PM 2.5"
734,20-03-14,Mizoram,Kolasib,"Synod Bookroom, Building Diakkawn, Kolasib",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,47,NA
734,25-03-14,Mizoram,Kolasib,"Synod Bookroom, Building Diakkawn, Kolasib",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,47,NA
734,27-03-14,Mizoram,Kolasib,"Synod Bookroom, Building Diakkawn, Kolasib",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,45,NA
734,04-01-14,Mizoram,Kolasib,"Synod Bookroom, Building Diakkawn, Kolasib",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,47,NA
734,04-03-14,Mizoram,Kolasib,"Synod Bookroom, Building Diakkawn, Kolasib",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,43,NA
734,04-08-14,Mizoram,Kolasib,"Synod Bookroom, Building Diakkawn, Kolasib",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,45,NA
734,04-10-14,Mizoram,Kolasib,"Synod Bookroom, Building Diakkawn, Kolasib",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,41,NA
734,15-04-14,Mizoram,Kolasib,"Synod Bookroom, Building Diakkawn, Kolasib",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,43,NA
734,17-04-14,Mizoram,Kolasib,"Synod Bookroom, Building Diakkawn, Kolasib",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,46,NA
734,22-04-14,Mizoram,Kolasib,"Synod Bookroom, Building Diakkawn, Kolasib",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,41,NA
734,24-04-14,Mizoram,Kolasib,"Synod Bookroom, Building Diakkawn, Kolasib",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,44,NA
734,29-04-14,Mizoram,Kolasib,"Synod Bookroom, Building Diakkawn, Kolasib",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,42,NA
734,05-01-14,Mizoram,Kolasib,"Synod Bookroom, Building Diakkawn, Kolasib",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,44,NA
734,05-06-14,Mizoram,Kolasib,"Synod Bookroom, Building Diakkawn, Kolasib",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,45,NA
734,05-08-14,Mizoram,Kolasib,"Synod Bookroom, Building Diakkawn, Kolasib",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,41,NA
734,13-05-14,Mizoram,Kolasib,"Synod Bookroom, Building Diakkawn, Kolasib",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,43,NA
734,15-05-14,Mizoram,Kolasib,"Synod Bookroom, Building Diakkawn, Kolasib",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,45,NA
734,20-05-14,Mizoram,Kolasib,"Synod Bookroom, Building Diakkawn, Kolasib",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,38,NA
734,22-05-14,Mizoram,Kolasib,"Synod Bookroom, Building Diakkawn, Kolasib",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,42,NA
734,27-05-14,Mizoram,Kolasib,"Synod Bookroom, Building Diakkawn, Kolasib",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,48,NA
734,29-05-14,Mizoram,Kolasib,"Synod Bookroom, Building Diakkawn, Kolasib",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,44,NA
734,06-03-14,Mizoram,Kolasib,"Synod Bookroom, Building Diakkawn, Kolasib",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,47,NA
734,06-05-14,Mizoram,Kolasib,"Synod Bookroom, Building Diakkawn, Kolasib",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,48,NA
734,06-10-14,Mizoram,Kolasib,"Synod Bookroom, Building Diakkawn, Kolasib",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,47,NA
734,06-12-14,Mizoram,Kolasib,"Synod Bookroom, Building Diakkawn, Kolasib",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,47,NA
734,17-06-14,Mizoram,Kolasib,"Synod Bookroom, Building Diakkawn, Kolasib",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,48,NA
734,19-06-14,Mizoram,Kolasib,"Synod Bookroom, Building Diakkawn, Kolasib",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,46,NA
734,24-06-14,Mizoram,Kolasib,"Synod Bookroom, Building Diakkawn, Kolasib",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,45,NA
734,26-06-14,Mizoram,Kolasib,"Synod Bookroom, Building Diakkawn, Kolasib",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,42,NA
734,07-01-14,Mizoram,Kolasib,"Synod Bookroom, Building Diakkawn, Kolasib",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,48,NA
734,07-03-14,Mizoram,Kolasib,"Synod Bookroom, Building Diakkawn, Kolasib",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,45,NA
734,07-08-14,Mizoram,Kolasib,"Synod Bookroom, Building Diakkawn, Kolasib",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,46,NA
734,07-10-14,Mizoram,Kolasib,"Synod Bookroom, Building Diakkawn, Kolasib",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,39,NA
734,15-07-14,Mizoram,Kolasib,"Synod Bookroom, Building Diakkawn, Kolasib",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,41,NA
734,17-07-14,Mizoram,Kolasib,"Synod Bookroom, Building Diakkawn, Kolasib",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,44,NA
734,22-07-14,Mizoram,Kolasib,"Synod Bookroom, Building Diakkawn, Kolasib",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,47,NA
734,24-07-14,Mizoram,Kolasib,"Synod Bookroom, Building Diakkawn, Kolasib",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,47,NA
734,29-07-14,Mizoram,Kolasib,"Synod Bookroom, Building Diakkawn, Kolasib",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,46,NA
734,31-07-14,Mizoram,Kolasib,"Synod Bookroom, Building Diakkawn, Kolasib",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,40,NA
734,08-05-14,Mizoram,Kolasib,"Synod Bookroom, Building Diakkawn, Kolasib",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,42,NA
734,08-07-14,Mizoram,Kolasib,"Synod Bookroom, Building Diakkawn, Kolasib",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,45,NA
734,08-12-14,Mizoram,Kolasib,"Synod Bookroom, Building Diakkawn, Kolasib",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,42,NA
734,14-08-14,Mizoram,Kolasib,"Synod Bookroom, Building Diakkawn, Kolasib",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,48,NA
734,19-08-14,Mizoram,Kolasib,"Synod Bookroom, Building Diakkawn, Kolasib",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,45,NA
734,21-08-14,Mizoram,Kolasib,"Synod Bookroom, Building Diakkawn, Kolasib",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,43,NA
734,26-08-14,Mizoram,Kolasib,"Synod Bookroom, Building Diakkawn, Kolasib",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,42,NA
734,28-08-14,Mizoram,Kolasib,"Synod Bookroom, Building Diakkawn, Kolasib",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,40,NA
734,09-02-14,Mizoram,Kolasib,"Synod Bookroom, Building Diakkawn, Kolasib",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,38,NA
734,09-04-14,Mizoram,Kolasib,"Synod Bookroom, Building Diakkawn, Kolasib",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,45,NA
734,09-09-14,Mizoram,Kolasib,"Synod Bookroom, Building Diakkawn, Kolasib",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,41,NA
734,09-11-14,Mizoram,Kolasib,"Synod Bookroom, Building Diakkawn, Kolasib",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,36,NA
734,16-09-14,Mizoram,Kolasib,"Synod Bookroom, Building Diakkawn, Kolasib",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,37,NA
734,18-09-14,Mizoram,Kolasib,"Synod Bookroom, Building Diakkawn, Kolasib",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,40,NA
734,23-09-14,Mizoram,Kolasib,"Synod Bookroom, Building Diakkawn, Kolasib",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,36,NA
734,25-09-14,Mizoram,Kolasib,"Synod Bookroom, Building Diakkawn, Kolasib",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,39,NA
734,30-09-14,Mizoram,Kolasib,"Synod Bookroom, Building Diakkawn, Kolasib",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,41,NA
734,10-02-14,Mizoram,Kolasib,"Synod Bookroom, Building Diakkawn, Kolasib",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,48,NA
734,10-07-14,Mizoram,Kolasib,"Synod Bookroom, Building Diakkawn, Kolasib",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,44,NA
734,10-09-14,Mizoram,Kolasib,"Synod Bookroom, Building Diakkawn, Kolasib",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,44,NA
734,15-10-14,Mizoram,Kolasib,"Synod Bookroom, Building Diakkawn, Kolasib",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,40,NA
734,16-10-14,Mizoram,Kolasib,"Synod Bookroom, Building Diakkawn, Kolasib",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,43,NA
734,21-10-14,Mizoram,Kolasib,"Synod Bookroom, Building Diakkawn, Kolasib",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,46,NA
734,23-10-14,Mizoram,Kolasib,"Synod Bookroom, Building Diakkawn, Kolasib",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,45,NA
734,28-10-14,Mizoram,Kolasib,"Synod Bookroom, Building Diakkawn, Kolasib",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,47,NA
734,30-10-14,Mizoram,Kolasib,"Synod Bookroom, Building Diakkawn, Kolasib",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,42,NA
734,11-04-14,Mizoram,Kolasib,"Synod Bookroom, Building Diakkawn, Kolasib",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,45,NA
734,11-06-14,Mizoram,Kolasib,"Synod Bookroom, Building Diakkawn, Kolasib",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,46,NA
734,11-11-14,Mizoram,Kolasib,"Synod Bookroom, Building Diakkawn, Kolasib",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,45,NA
734,13-11-14,Mizoram,Kolasib,"Synod Bookroom, Building Diakkawn, Kolasib",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,43,NA
734,18-11-14,Mizoram,Kolasib,"Synod Bookroom, Building Diakkawn, Kolasib",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,42,NA
734,20-11-14,Mizoram,Kolasib,"Synod Bookroom, Building Diakkawn, Kolasib",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,44,NA
734,25-11-14,Mizoram,Kolasib,"Synod Bookroom, Building Diakkawn, Kolasib",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,38,NA
734,27-11-14,Mizoram,Kolasib,"Synod Bookroom, Building Diakkawn, Kolasib",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,47,NA
734,12-02-14,Mizoram,Kolasib,"Synod Bookroom, Building Diakkawn, Kolasib",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,48,NA
734,12-04-14,Mizoram,Kolasib,"Synod Bookroom, Building Diakkawn, Kolasib",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,40,NA
734,12-09-14,Mizoram,Kolasib,"Synod Bookroom, Building Diakkawn, Kolasib",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,44,NA
734,12-11-14,Mizoram,Kolasib,"Synod Bookroom, Building Diakkawn, Kolasib",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,50,NA
734,16-12-14,Mizoram,Kolasib,"Synod Bookroom, Building Diakkawn, Kolasib",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,43,NA
734,18-12-14,Mizoram,Kolasib,"Synod Bookroom, Building Diakkawn, Kolasib",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,46,NA
734,24-12-14,Mizoram,Kolasib,"Synod Bookroom, Building Diakkawn, Kolasib",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,46,NA
734,26-12-14,Mizoram,Kolasib,"Synod Bookroom, Building Diakkawn, Kolasib",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,49,NA
734,31-12-14,Mizoram,Kolasib,"Synod Bookroom, Building Diakkawn, Kolasib",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,51,NA
735,01-02-14,Mizoram,Lunglei,"Thangkhuma Building, Salem Veng, Lunglei",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,42,NA
735,01-07-14,Mizoram,Lunglei,"Thangkhuma Building, Salem Veng, Lunglei",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",3,5,44,NA
735,01-09-14,Mizoram,Lunglei,"Thangkhuma Building, Salem Veng, Lunglei",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,42,NA
735,14-01-14,Mizoram,Lunglei,"Thangkhuma Building, Salem Veng, Lunglei",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,41,NA
735,16-01-14,Mizoram,Lunglei,"Thangkhuma Building, Salem Veng, Lunglei",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,41,NA
735,21-01-14,Mizoram,Lunglei,"Thangkhuma Building, Salem Veng, Lunglei",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,41,NA
735,23-01-14,Mizoram,Lunglei,"Thangkhuma Building, Salem Veng, Lunglei",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,42,NA
735,28-01-14,Mizoram,Lunglei,"Thangkhuma Building, Salem Veng, Lunglei",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,38,NA
735,30-01-14,Mizoram,Lunglei,"Thangkhuma Building, Salem Veng, Lunglei",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,42,NA
735,02-04-14,Mizoram,Lunglei,"Thangkhuma Building, Salem Veng, Lunglei",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,41,NA
735,02-06-14,Mizoram,Lunglei,"Thangkhuma Building, Salem Veng, Lunglei",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,39,NA
735,02-11-14,Mizoram,Lunglei,"Thangkhuma Building, Salem Veng, Lunglei",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,40,NA
735,13-02-14,Mizoram,Lunglei,"Thangkhuma Building, Salem Veng, Lunglei",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,39,NA
735,18-02-14,Mizoram,Lunglei,"Thangkhuma Building, Salem Veng, Lunglei",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,42,NA
735,20-02-14,Mizoram,Lunglei,"Thangkhuma Building, Salem Veng, Lunglei",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,41,NA
735,25-02-14,Mizoram,Lunglei,"Thangkhuma Building, Salem Veng, Lunglei",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,47,NA
735,27-02-14,Mizoram,Lunglei,"Thangkhuma Building, Salem Veng, Lunglei",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,47,NA
735,03-11-14,Mizoram,Lunglei,"Thangkhuma Building, Salem Veng, Lunglei",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,45,NA
735,13-03-14,Mizoram,Lunglei,"Thangkhuma Building, Salem Veng, Lunglei",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,43,NA
735,15-03-14,Mizoram,Lunglei,"Thangkhuma Building, Salem Veng, Lunglei",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,42,NA
735,18-03-14,Mizoram,Lunglei,"Thangkhuma Building, Salem Veng, Lunglei",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,44,NA
735,20-03-14,Mizoram,Lunglei,"Thangkhuma Building, Salem Veng, Lunglei",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,43,NA
735,22-03-14,Mizoram,Lunglei,"Thangkhuma Building, Salem Veng, Lunglei",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,42,NA
735,25-03-14,Mizoram,Lunglei,"Thangkhuma Building, Salem Veng, Lunglei",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,44,NA
735,27-03-14,Mizoram,Lunglei,"Thangkhuma Building, Salem Veng, Lunglei",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,44,NA
735,04-01-14,Mizoram,Lunglei,"Thangkhuma Building, Salem Veng, Lunglei",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,44,NA
735,04-03-14,Mizoram,Lunglei,"Thangkhuma Building, Salem Veng, Lunglei",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,45,NA
735,04-08-14,Mizoram,Lunglei,"Thangkhuma Building, Salem Veng, Lunglei",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,43,NA
735,04-10-14,Mizoram,Lunglei,"Thangkhuma Building, Salem Veng, Lunglei",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,44,NA
735,15-04-14,Mizoram,Lunglei,"Thangkhuma Building, Salem Veng, Lunglei",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,45,NA
735,17-04-14,Mizoram,Lunglei,"Thangkhuma Building, Salem Veng, Lunglei",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,44,NA
735,22-04-14,Mizoram,Lunglei,"Thangkhuma Building, Salem Veng, Lunglei",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,42,NA
735,24-04-14,Mizoram,Lunglei,"Thangkhuma Building, Salem Veng, Lunglei",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,41,NA
735,29-04-14,Mizoram,Lunglei,"Thangkhuma Building, Salem Veng, Lunglei",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,43,NA
735,05-01-14,Mizoram,Lunglei,"Thangkhuma Building, Salem Veng, Lunglei",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,42,NA
735,05-06-14,Mizoram,Lunglei,"Thangkhuma Building, Salem Veng, Lunglei",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,38,NA
735,05-08-14,Mizoram,Lunglei,"Thangkhuma Building, Salem Veng, Lunglei",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,38,NA
735,13-05-14,Mizoram,Lunglei,"Thangkhuma Building, Salem Veng, Lunglei",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,41,NA
735,15-05-14,Mizoram,Lunglei,"Thangkhuma Building, Salem Veng, Lunglei",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,42,NA
735,20-05-14,Mizoram,Lunglei,"Thangkhuma Building, Salem Veng, Lunglei",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,39,NA
735,22-05-14,Mizoram,Lunglei,"Thangkhuma Building, Salem Veng, Lunglei",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,41,NA
735,27-05-14,Mizoram,Lunglei,"Thangkhuma Building, Salem Veng, Lunglei",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,40,NA
735,29-05-14,Mizoram,Lunglei,"Thangkhuma Building, Salem Veng, Lunglei",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,44,NA
735,06-03-14,Mizoram,Lunglei,"Thangkhuma Building, Salem Veng, Lunglei",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,45,NA
735,06-05-14,Mizoram,Lunglei,"Thangkhuma Building, Salem Veng, Lunglei",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,44,NA
735,06-10-14,Mizoram,Lunglei,"Thangkhuma Building, Salem Veng, Lunglei",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,41,NA
735,06-12-14,Mizoram,Lunglei,"Thangkhuma Building, Salem Veng, Lunglei",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,41,NA
735,17-06-14,Mizoram,Lunglei,"Thangkhuma Building, Salem Veng, Lunglei",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,41,NA
735,19-06-14,Mizoram,Lunglei,"Thangkhuma Building, Salem Veng, Lunglei",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,40,NA
735,26-06-14,Mizoram,Lunglei,"Thangkhuma Building, Salem Veng, Lunglei",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,40,NA
735,28-06-14,Mizoram,Lunglei,"Thangkhuma Building, Salem Veng, Lunglei",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,42,NA
735,07-01-14,Mizoram,Lunglei,"Thangkhuma Building, Salem Veng, Lunglei",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,41,NA
735,07-03-14,Mizoram,Lunglei,"Thangkhuma Building, Salem Veng, Lunglei",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,40,NA
735,07-08-14,Mizoram,Lunglei,"Thangkhuma Building, Salem Veng, Lunglei",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,42,NA
735,07-10-14,Mizoram,Lunglei,"Thangkhuma Building, Salem Veng, Lunglei",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,41,NA
735,15-07-14,Mizoram,Lunglei,"Thangkhuma Building, Salem Veng, Lunglei",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,39,NA
735,17-07-14,Mizoram,Lunglei,"Thangkhuma Building, Salem Veng, Lunglei",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,39,NA
735,08-02-14,Mizoram,Lunglei,"Thangkhuma Building, Salem Veng, Lunglei",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,40,NA
735,08-05-14,Mizoram,Lunglei,"Thangkhuma Building, Salem Veng, Lunglei",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,37,NA
735,08-07-14,Mizoram,Lunglei,"Thangkhuma Building, Salem Veng, Lunglei",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,39,NA
735,08-12-14,Mizoram,Lunglei,"Thangkhuma Building, Salem Veng, Lunglei",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,40,NA
735,13-08-14,Mizoram,Lunglei,"Thangkhuma Building, Salem Veng, Lunglei",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,39,NA
735,14-08-14,Mizoram,Lunglei,"Thangkhuma Building, Salem Veng, Lunglei",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,40,NA
735,26-08-14,Mizoram,Lunglei,"Thangkhuma Building, Salem Veng, Lunglei",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,40,NA
735,27-08-14,Mizoram,Lunglei,"Thangkhuma Building, Salem Veng, Lunglei",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,42,NA
735,28-08-14,Mizoram,Lunglei,"Thangkhuma Building, Salem Veng, Lunglei",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,41,NA
735,09-02-14,Mizoram,Lunglei,"Thangkhuma Building, Salem Veng, Lunglei",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,38,NA
735,09-04-14,Mizoram,Lunglei,"Thangkhuma Building, Salem Veng, Lunglei",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,40,NA
735,09-09-14,Mizoram,Lunglei,"Thangkhuma Building, Salem Veng, Lunglei",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,40,NA
735,09-11-14,Mizoram,Lunglei,"Thangkhuma Building, Salem Veng, Lunglei",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,39,NA
735,16-09-14,Mizoram,Lunglei,"Thangkhuma Building, Salem Veng, Lunglei",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,41,NA
735,18-09-14,Mizoram,Lunglei,"Thangkhuma Building, Salem Veng, Lunglei",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,38,NA
735,23-09-14,Mizoram,Lunglei,"Thangkhuma Building, Salem Veng, Lunglei",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,39,NA
735,25-09-14,Mizoram,Lunglei,"Thangkhuma Building, Salem Veng, Lunglei",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,39,NA
735,30-09-14,Mizoram,Lunglei,"Thangkhuma Building, Salem Veng, Lunglei",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,41,NA
735,10-02-14,Mizoram,Lunglei,"Thangkhuma Building, Salem Veng, Lunglei",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,40,NA
735,10-07-14,Mizoram,Lunglei,"Thangkhuma Building, Salem Veng, Lunglei",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,41,NA
735,10-09-14,Mizoram,Lunglei,"Thangkhuma Building, Salem Veng, Lunglei",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,39,NA
735,15-10-14,Mizoram,Lunglei,"Thangkhuma Building, Salem Veng, Lunglei",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,40,NA
735,16-10-14,Mizoram,Lunglei,"Thangkhuma Building, Salem Veng, Lunglei",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,40,NA
735,21-10-14,Mizoram,Lunglei,"Thangkhuma Building, Salem Veng, Lunglei",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,40,NA
735,23-10-14,Mizoram,Lunglei,"Thangkhuma Building, Salem Veng, Lunglei",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,40,NA
735,28-10-14,Mizoram,Lunglei,"Thangkhuma Building, Salem Veng, Lunglei",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,41,NA
735,30-10-14,Mizoram,Lunglei,"Thangkhuma Building, Salem Veng, Lunglei",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,40,NA
735,11-04-14,Mizoram,Lunglei,"Thangkhuma Building, Salem Veng, Lunglei",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,41,NA
735,11-06-14,Mizoram,Lunglei,"Thangkhuma Building, Salem Veng, Lunglei",Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,42,NA
